ID,Name,Display Size,RAM (GB),Storage,GPU,Brand,Operating System,CPU,Color,Screen Resolution,Series
234,"Lenovo 14"" FHD Ideapad 3 Newest Laptop, 12GB RAM, 512GB PCIe SSD,Intel Dual Core Processor(Up to 4.1GHz), WiFi, Webcam, Bluetooth, HDMI, Windows 11 +Accessories",?14,?,?512,?Intel UHD Graphics,?Lenovo,?Windows11S,?Intel,,?1920x1080,?lenovo i3
235,ASUS 2023 TUF FA706 Gaming Laptop 17.3” 144Hz FHD IPS Display AMD 6-Core Ryzen 5 4600H 8GB DDR4 512GB NVMe SSD NVIDIA GeForce GTX 1650 4GB GDDR6 WiFi AC RJ45 USB-C RGB KB Windows 11 w/USB,?17.3,?8,?512,?NVIDIA GeForce GTX 1650,?ASUS,?Windows11Home,?Intel,?Black,?1920x1080,?FA706IH
236,"Dell Chromebook 11-3180 Intel Celeron N3060 X2 1.6GHz 4GB 32GB, Black (Certified Refurbished)",?11.6,?4,?32,?Intel HD Graphics,?Dell,?ChromeOS,?Intel,,?1366x768,
237,"ASUS VivoBook Pro 14 OLED Business Laptop 14"" WQGXA 2.8K OLED NanoEdge (400nits 100% DCI-P3) Intel Quad-Core i5-11300H 8GB RAM 256GB SSD Backlit USB-C Thunderbolt Harman/kardon Win10 Gray + HDMI Cable",?14,?,?256,?Intel Iris Xe Graphics,?ASUS,?Windows10,?Intel,,?2880x1800,?ASUS VivoBook Pro 14 OLED Laptop
238,"Lenovo ThinkPad P53 Workstation Laptop, Intel Core i7-9750, 16GB RAM, 512GB, 15.6 ""FHD 1920x1080, NVIDIA Quadro T1000 4GB, Backlit Keyboard, Fingerprint, Windows 10 Pro (Renewed)",?15.6,?16,?512,?Intel Core i7-9750,?Lenovo,?Windows10Pro,?Intel,,?1920x1080,?Lenovo ThinkPad P53 Workstation Laptop
239,"HP 2023 Newest Laptop, 15.6"" FHD Display, AMD Ryzen 5 7530U Processor (Beats i7-1165G7), 16GB RAM, 512GB SSD, Webcam, HDMI, Wi-Fi 6, Windows 11 Home, Black, KKE Accessories",?15.6,?16,?512,?AMD Radeon Graphics,?HP,?Windows11Home,?AMD,?Black,?1920x1080,?TPN-Q287
240,"Lenovo IdeaPad Gaming 3 Laptop, 15.6” 120 Hz FHD Display, AMD Ryzen 7 7735HS, NVIDIA GeForce RTX 4050, 32GB DDR5 RAM, 1TB SSD, Backlit KB, Wi-Fi 6, RJ-45, HDMI, Windows 11 Home, Grey",?15.6,?32,?1024,?NVIDIA GeForce RTX 4050,?Lenovo,?Windows11Home,?AMD,?Gray,?1920x1080,?IdeaPad Gaming 3 15ARH7
241,"BiTECOOL 14-inch Windows 11 Laptop, 12GB RAM, 256GB NVMe SSD, up to 2100MB/S, FHD IPS Display, Intel Celeron N5095 Quad Core, 5G WiFi, BT4.2, Type C and Camera Cover, Lightweight and Portable",?14,?12,?256,?Intel UHD Graphics,?BiTECOOL,?Windows11Pro,?Intel,?Gray,?1920x1080,?HaloBook
242,WIPEMIK ,?15.6,?,?512,?Intel UHD Graphics 600,?WIPEMIK,?Windows11Pro,?Intel,,?1920x1080,
243,Dell Inspiron 16 5635 ,?16,?16,?1024,?AMD Radeon Graphics,?Dell,?Windows11,?AMD,?Silver,?2560x1600,?Dell Inspiron 16 5635 laptop
244,"Dell WYDRD Mobile Workstation - Precision 7520 15.6"" LCD Intel Core i7 (7th Gen) i7 7820HQ Quad (4 Core) 2.90 GHz 16 GB DDR4 SDRAM 512 GB SSD Windows 10 Pro 64 bit English/ (Renewed)",?15.6,?16,?,?Intel,?Dell,?Windows10Pro,?Intel,,?1366x768,?Dell Precision
245,"Lenovo ThinkPad T490S 14-inch FHD IPS Touchscreen Notebook - Intel Core i7-8665U 1.9GHz - 16GB RAM 512GB PCIe SSD - Fingerprint Reader - Backlit Keyboard - Windows 10 Pro, Black (Renewed)",?14,?16,?512,?Intel HD Graphics 520,?Lenovo,?Windows10Pro,?Intel,?Black,?1920x1080,?20NXS2U500
246,Lenovo Thinkpad Yoga 260 2-in-1 Business ,?12.5,?8,?256,?Intel HD Graphics 520,?Lenovo,?Windows10Pro,?Intel,,?1366x768,?YOGA 260
247,"2022 Newest HP 15.6"" FHD 1080P IPS Display ",?15.6,?12,?256,?Intel UHD Graphics,?HP,?Windows10S,?Intel,?Silver,?1920x1080,?HP 15 i3 LAPTOP
248,Lenovo IdeaPad 5i ,?15.6,?,?1024,?Intel Iris Xe Graphics,?Lenovo,?Windows11Pro,?Intel,?Gray,?1920x1080,?Lenovo IdeaPad
249,Acer Aspire 15.6” ,?15.6,?20,?1024,?Intel UHD Graphics,?acer,?Windows11S,?Intel,?Silver,?1920x1080,?Acer Aspire
250,HP ,?17.3,?32,?2048,?Intel Iris Xe Graphics,?HP,?Windows11Home,?Intel,?Silver,?1600x900,?TPN-I139_4V788AV
251,Gigabyte AERO 15-X9-RT5W Thin+Light Performance ,?15.6,?16,?1024NoHardDisk,?NVIDIA GeForce RTX 2070,?Gigabyte,?Windows10Home,?Intel,"?15.6"" | AERO 15 OLED | 2019",?1920x1080,?AERO 15-X9-RT5W
252,Coolby ,?15.6,?4,?512,,?Coolby,?Windows11Pro,?Intel,,?1920x1080,?HealBook Pro
253,ACEMAGIC ,?15.6,?16,?512,?Intel UHD Graphics Up to 1200MHz,?ACEMAGIC,?Windows11Pro,?Intel,?Silver,?1920x1080,?AX15
254,LG gram Style 16” OLED ,?16,?,?1024,,?LG,?Windows11Home,?Intel,?White,?3840x2160,?16Z90RS-K.ADW8U1
255,Win 11 Pro Double -Screen ,?15.6,?16,?512,,?ZWYING,?Windows11Pro,?Intel,?Silver,?1920x1080,
256,Tocosy ,?10.1,?2,?32,?Intel,?Tocosy,?Windows10,?Intel,?White,?1280x800,?Laptop
257,HP Newest 2023 15 ,?15.6,?12,?512,?Intel UHD Graphics,?HP,?Windows11Home,?Intel,?Fairydust,?1366x768,?TPN-Q222_2D1**AV
258,Lenovo IdeaPad 1 Silver Slim ,?14,?4,?128,,?Lenovo,?Windows11,?Intel,,?1920x1080,?IdeaPad
259,"Acer 2022 Convertible 2-in-1 Chromebook-14inch Frameless FHD IPS Touchscreen, Ryzen 3 Up to 3.35GHz, 4GB Ram, 64GB SSD, Backlit Keyboard, 6th Gen WiFi, Metal Chassis, Chrome OS(Renewed) (Dale Silver)",?14,?4,?64,,?acer,?ChromeOS,?AMD,?Dale Silver,?1920x1080,"?Acer 14"" Convertible Chromebook"
260,"Acer Aspire 3 17.3"" FHD IPS High Performance ",?17.3,?,?512,,?acer,?Windows10Home,?Intel,,?1920x1080,
261,DELL Precision M5520 Workstation ,?15.6,?32,?512,,?Dell,?Windows10Pro,?Intel,,?3840x2160,?Precision 5520
262,Lenovo IdeaPad Gaming 3 ,?15.6,?32,?1024,?NVIDIA GeForce RTX 4050,?Lenovo,?Windows11Home,?AMD,?Gray,?1920x1080,?IdeaPad Gaming 3 15ARH7
263,BiTECOOL 14-inch Windows 11 ,?14,?12,?256,?Intel UHD Graphics,?BiTECOOL,?Windows11Pro,?Intel,?Gray,?1920x1080,?HaloBook
264,WIPEMIK ,?15.6,?,?512,?Intel UHD Graphics 600,?WIPEMIK,?Windows11Pro,?Intel,,?1920x1080,
265,Dell Inspiron 16 5635 ,?16,?16,?1024,?AMD Radeon Graphics,?Dell,?Windows11,?AMD,?Silver,?2560x1600,?Dell Inspiron 16 5635 laptop
266,"Acer Aspire 3 17.3"" FHD IPS High Performance ",?17.3,?,?512,,?Acer,?Windows10Home,?Intel,,?1920x1080,
267,DELL Precision M5520 Workstation ,?15.6,?32,?512,,?Dell,?Windows10Pro,?Intel,,?3840x2160,?Precision 5520
268,Coolby ,?15.6,?4,?512,,?Coolby,?Windows11Pro,?Intel,,?1920x1080,?HealBook Pro
269,ACEMAGIC ,?15.6,?16,?512,?Intel UHD Graphics Up to 1200MHz,?ACEMAGIC,?Windows11Pro,?Intel,?Silver,?1920x1080,?AX15
270,Lenovo IdeaPad Gaming 3 ,?15.6,?32,?1024,?NVIDIA GeForce RTX 4050,?Lenovo,?Windows11Home,?AMD,?Gray,?1920x1080,?IdeaPad Gaming 3 15ARH7
271,"Lenovo 15.6"" IdeaPad 1 ",?15.6,?20,?1024,?AMD Radeon Graphics,?Lenovo,?Windows11,?AMD,?Cloud Grey,?1366x768,?IdeaPad
272,"Laptop Computer, 15.6 Inch 12GB RAM 512GB SSD Intel Quad-Core N4120 Windows 11 Laptop, 1080P Full HD IPS Display, 2.4/5G WiFi, Bluetooth 4.2, USB 3.0, Webcam, Expandable Up to 1TB",?15.6,?,?512,?Intel UHD Graphics 600,?WIPEMIK,?Windows11Pro,?Intel,,?1920x1080,
273,"Dell Inspiron 16 5635 Laptop - AMD Ryzen 7-7730U, QHD 16 inch, 16GB LPDDR4x RAM, 1TB SSD, AMD Radeon Graphics, Windows 11 Home, 1 Year Premium Support - Platinum Silver",?16,?16,?1024,?AMD Radeon Graphics,?Dell,?Windows11,?AMD,?Silver,?2560x1600,?Dell Inspiron 16 5635 laptop
274,"Laptop Computer, 15.6 inch Windows 11 Laptop with 1920x1080 IPS Display, 12GB RAM/512 GB NVMe SSD, Intel N5095 Quad Core Notebook PC, Support 2.4G/5G Hz WiFi, BT, Type-c PD 3.0 Charging",?15.6,?4,?512,,?Coolby,?Windows11Pro,?Intel,,?1920x1080,?HealBook Pro
275,"Laptop 15.6 FHD 16GB DDR4 512GB SSD, Intel Quad-Core 12th Alder Lake N95(Up to 3.4GHz) with Windows 11 Pro PC, Light Metal Laptop Computers Support 2.4G/5G WiFi, BT5.0, 2×Speaker, Mic, USB3.2",?15.6,?16,?512,?Intel UHD Graphics Up to 1200MHz,?ACEMAGIC,?Windows11Pro,?Intel,?Silver,?1920x1080,?AX15
276,"Lenovo IdeaPad Gaming 3 Laptop, 15.6” 120 Hz FHD Display, AMD Ryzen 7 7735HS, NVIDIA GeForce RTX 4050, 32GB DDR5 RAM, 1TB SSD, Backlit KB, Wi-Fi 6, RJ-45, HDMI, Windows 11 Home, Grey",?15.6,?32,?1024,?NVIDIA GeForce RTX 4050,?Lenovo,?Windows11Home,?AMD,?Gray,?1920x1080,?IdeaPad Gaming 3 15ARH7
277,"14-inch Windows 11 Laptop, 12GB RAM, 256GB NVMe SSD, up to 2100MB/S, FHD IPS Display, Intel Celeron N5095 Quad Core, 5G WiFi, BT4.2, Type C and Camera Cover, Lightweight and Portable",?14,?12,?256,?Intel UHD Graphics,?BiTECOOL,?Windows11Pro,?Intel,?Gray,?1920x1080,?HaloBook
278," Computer, 15.6 Inch 12GB RAM 512GB SSD Intel Quad-Core N4120 Windows 11 ",?15.6,?,?512,?Intel UHD Graphics 600,?WIPEMIK,?Windows11Pro,?Intel,,?1920x1080,
279,Dell Inspiron 16 5635 ,?16,?16,?1024,?AMD Radeon Graphics,?Dell,?Windows11,?AMD,?Silver,?2560x1600,?Dell Inspiron 16 5635 laptop
280," Computer, 15.6 inch Windows 11 ",?15.6,?4,?512,,?Coolby,?Windows11Pro,?Intel,,?1920x1080,?HealBook Pro
281," 15.6 FHD 16GB DDR4 512GB SSD, Intel Quad-Core 12th Alder Lake N95(Up to 3.4GHz) with Windows 11 Pro PC, Light Metal ",?15.6,?16,?512,?Intel UHD Graphics Up to 1200MHz,?ACEMAGIC,?Windows11Pro,?Intel,?Silver,?1920x1080,?AX15
282,Lenovo IdeaPad Gaming 3 ,?15.6,?32,?1024,?NVIDIA GeForce RTX 4050,?Lenovo,?Windows11Home,?AMD,?Gray,?1920x1080,?IdeaPad Gaming 3 15ARH7
283,14-inch Windows 11 ,?14,?12,?256,?Intel UHD Graphics,?BiTECOOL,?Windows11Pro,?Intel,?Gray,?1920x1080,?HaloBook
284," Computer, 15.6 Inch 12GB RAM 512GB SSD Intel Quad-Core N4120 Windows 11 ",?15.6,?,?512,?Intel UHD Graphics 600,?WIPEMIK,?Windows11Pro,?Intel,,?1920x1080,
285,Dell Inspiron 16 5635 ,?16,?16,?1024,?AMD Radeon Graphics,?Dell,?Windows11,?AMD,?Silver,?2560x1600,?Dell Inspiron 16 5635 laptop
286," Computer, 15.6 inch Windows 11 ",?15.6,?4,?512,,?Coolby,?Windows11Pro,?Intel,,?1920x1080,?HealBook Pro
287," 15.6 FHD 16GB DDR4 512GB SSD, Intel Quad-Core 12th Alder Lake N95(Up to 3.4GHz) with Windows 11 Pro PC, Light Metal ",?15.6,?16,?512,?Intel UHD Graphics Up to 1200MHz,?ACEMAGIC,?Windows11Pro,?Intel,?Silver,?1920x1080,?AX15
288,Lenovo IdeaPad Gaming 3 ,?15.6,?32,?1024,?NVIDIA GeForce RTX 4050,?Lenovo,?Windows11Home,?AMD,?Gray,?1920x1080,?IdeaPad Gaming 3 15ARH7
289,14-inch Windows 11 ,?14,?12,?256,?Intel UHD Graphics,?BiTECOOL,?Windows11Pro,?Intel,?Gray,?1920x1080,?HaloBook
290," Computer, 15.6 Inch 12GB RAM 512GB SSD Intel Quad-Core N4120 Windows 11 ",?15.6,?,?512,?Intel UHD Graphics 600,?WIPEMIK,?Windows11Pro,?Intel,,?1920x1080,
291,Dell Inspiron 16 5635 ,?16,?16,?1024,?AMD Radeon Graphics,?Dell,?Windows11,?AMD,?Silver,?2560x1600,?Dell Inspiron 16 5635 laptop
292," Computer, 15.6 inch Windows 11 ",?15.6,?4,?512,,?Coolby,?Windows11Pro,?Intel,,?1920x1080,?HealBook Pro
293," 15.6 FHD 16GB DDR4 512GB SSD, Intel Quad-Core 12th Alder Lake N95(Up to 3.4GHz) with Windows 11 Pro PC, Light Metal ",?15.6,?16,?512,?Intel UHD Graphics Up to 1200MHz,?ACEMAGIC,?Windows11Pro,?Intel,?Silver,?1920x1080,?AX15
294,14-inch Windows 11 ,?14,?12,?256,?Intel UHD Graphics,?BiTECOOL,?Windows11Pro,?Intel,?Gray,?1920x1080,?HaloBook
295,"Lenovo 15.6"" IdeaPad 1 ",?15.6,?20,?1024,?AMD Radeon Graphics,?Lenovo,?Windows11,?AMD,?Cloud Grey,?1366x768,?IdeaPad
296," Computer, 15.6 Inch 12GB RAM 512GB SSD Intel Quad-Core N4120 Windows 11 ",?15.6,?,?512,?Intel UHD Graphics 600,?WIPEMIK,?Windows11Pro,?Intel,,?1920x1080,
297,Dell Inspiron 16 5635 ,?16,?16,?1024,?AMD Radeon Graphics,?Dell,?Windows11,?AMD,?Silver,?2560x1600,?Dell Inspiron 16 5635 laptop
298," Computer, 15.6 inch Windows 11 ",?15.6,?4,?512,,?Coolby,?Windows11Pro,?Intel,,?1920x1080,?HealBook Pro
299," 15.6 FHD 16GB DDR4 512GB SSD, Intel Quad-Core 12th Alder Lake N95(Up to 3.4GHz) with Windows 11 Pro PC, Light Metal ",?15.6,?16,?512,?Intel UHD Graphics Up to 1200MHz,?ACEMAGIC,?Windows11Pro,?Intel,?Silver,?1920x1080,?AX15
300,Lenovo IdeaPad Gaming 3 ,?15.6,?32,?1024,?NVIDIA GeForce RTX 4050,?Lenovo,?Windows11Home,?AMD,?Gray,?1920x1080,?IdeaPad Gaming 3 15ARH7
301,14-inch Windows 11 ,?14,?12,?256,?Intel UHD Graphics,?BiTECOOL,?Windows11Pro,?Intel,?Gray,?1920x1080,?HaloBook
302," Computer, 15.6 Inch 12GB RAM 512GB SSD Intel Quad-Core N4120 Windows 11 ",?15.6,?,?512,?Intel UHD Graphics 600,?WIPEMIK,?Windows11Pro,?Intel,,?1920x1080,
303,Dell Inspiron 16 5635 ,?16,?16,?1024,?AMD Radeon Graphics,?Dell,?Windows11,?AMD,?Silver,?2560x1600,?Dell Inspiron 16 5635 laptop
304," Computer, 15.6 inch Windows 11 ",?15.6,?4,?512,,?Coolby,?Windows11Pro,?Intel,,?1920x1080,?HealBook Pro
305,Dell Inspiron 7630 ,?16,?32,?,?NVIDIA GeForce RTX 3050,?Dell,?Windows11Pro,?Intel,?Silver,?2560x1600,?Dell Inspiron 16 7630 Laptop
306," 15.6 FHD 16GB DDR4 512GB SSD, Intel Quad-Core 12th Alder Lake N95(Up to 3.4GHz) with Windows 11 Pro PC, Light Metal ",?15.6,?16,?512,?Intel UHD Graphics Up to 1200MHz,?ACEMAGIC,?Windows11Pro,?Intel,?Silver,?1920x1080,?AX15
307,Tulasi ,?14,?,?256,?Intel UHD Graphics,?Tulasi,?Windows11Pro,?Intel,?Silver,?1920x1080,
308,WIPEMIK ,?15.6,?,?512,?Intel UHD Graphics 600,?WIPEMIK,?Windows11Pro,?Intel,,?1920x1080,
309,Dell Inspiron 16 5635 ,?16,?16,?1024,?AMD Radeon Graphics,?Dell,?Windows11,?AMD,?Silver,?2560x1600,?Dell Inspiron 16 5635 laptop
310,Coolby ,?15.6,?4,?512,,?Coolby,?Windows11Pro,?Intel,,?1920x1080,?HealBook Pro
311,ACEMAGIC ,?15.6,?16,?512,?Intel UHD Graphics Up to 1200MHz,?ACEMAGIC,?Windows11Pro,?Intel,?Silver,?1920x1080,?AX15
312,Lenovo IdeaPad Gaming 3 ,?15.6,?32,?1024,?NVIDIA GeForce RTX 4050,?Lenovo,?Windows11Home,?AMD,?Gray,?1920x1080,?IdeaPad Gaming 3 15ARH7
313,BiTECOOL 14-inch Windows 11 ,?14,?12,?256,?Intel UHD Graphics,?BiTECOOL,?Windows11Pro,?Intel,?Gray,?1920x1080,?HaloBook
314,"Laptop Computer, 15.6 Inch 12GB RAM 512GB SSD Intel Quad-Core N4120 Windows 11 Laptop, 1080P Full HD IPS Display, 2.4/5G WiFi, Bluetooth 4.2, USB 3.0, Webcam, Expandable Up to 1TB",?15.6,?,?512,?Intel UHD Graphics 600,?WIPEMIK,?Windows11Pro,?Intel,,?1920x1080,
315,"Dell Inspiron 16 5635 Laptop - AMD Ryzen 7-7730U, QHD 16 inch, 16GB LPDDR4x RAM, 1TB SSD, AMD Radeon Graphics, Windows 11 Home, 1 Year Premium Support - Platinum Silver",?16,?16,?1024,?AMD Radeon Graphics,?Dell,?Windows11,?AMD,?Silver,?2560x1600,?Dell Inspiron 16 5635 laptop
316,"Laptop Computer, 15.6 inch Windows 11 Laptop with 1920x1080 IPS Display, 12GB RAM/512 GB NVMe SSD, Intel N5095 Quad Core Notebook PC, Support 2.4G/5G Hz WiFi, BT, Type-c PD 3.0 Charging",?15.6,?4,?512,,?Coolby,?Windows11Pro,?Intel,,?1920x1080,?HealBook Pro
317,"Laptop 15.6 FHD 16GB DDR4 512GB SSD, Intel Quad-Core 12th Alder Lake N95(Up to 3.4GHz) with Windows 11 Pro PC, Light Metal Laptop Computers Support 2.4G/5G WiFi, BT5.0, 2×Speaker, Mic, USB3.2",?15.6,?16,?512,?Intel UHD Graphics Up to 1200MHz,?ACEMAGIC,?Windows11Pro,?Intel,?Silver,?1920x1080,?AX15
318,"Lenovo IdeaPad Gaming 3 Laptop, 15.6” 120 Hz FHD Display, AMD Ryzen 7 7735HS, NVIDIA GeForce RTX 4050, 32GB DDR5 RAM, 1TB SSD, Backlit KB, Wi-Fi 6, RJ-45, HDMI, Windows 11 Home, Grey",?15.6,?32,?1024,?NVIDIA GeForce RTX 4050,?Lenovo,?Windows11Home,?AMD,?Gray,?1920x1080,?IdeaPad Gaming 3 15ARH7
319,"14-inch Windows 11 Laptop, 12GB RAM, 256GB NVMe SSD, up to 2100MB/S, FHD IPS Display, Intel Celeron N5095 Quad Core, 5G WiFi, BT4.2, Type C and Camera Cover, Lightweight and Portable",?14,?12,?256,?Intel UHD Graphics,?BiTECOOL,?Windows11Pro,?Intel,?Gray,?1920x1080,?HaloBook
320,WIPEMIK ,?15.6,?,?512,?Intel UHD Graphics 600,?WIPEMIK,?Windows11Pro,?Intel,,?1920x1080,
321,Dell Inspiron 16 5635 ,?16,?16,?1024,?AMD Radeon Graphics,?Dell,?Windows11,?AMD,?Silver,?2560x1600,?Dell Inspiron 16 5635 laptop
322,Coolby ,?15.6,?4,?512,,?Coolby,?Windows11Pro,?Intel,,?1920x1080,?HealBook Pro
323,ACEMAGIC ,?15.6,?16,?512,?Intel UHD Graphics Up to 1200MHz,?ACEMAGIC,?Windows11Pro,?Intel,?Silver,?1920x1080,?AX15
324,BiTECOOL 14-inch Windows 11 ,?14,?12,?256,?Intel UHD Graphics,?BiTECOOL,?Windows11Pro,?Intel,?Gray,?1920x1080,?HaloBook
325,Lenovo 15.6'' IdeaPad ,?15.6,?8,?512,?AMD Radeon Graphics,?Lenovo,?Windows11S,?AMD,?Grey,??1366x768,?Lenovo IdeaPad Laptop
326,Dell Inspiron 16 5635 ,?16,?16,?1024,?AMD Radeon Graphics,?Dell,?Windows11,?AMD,?Silver,?2560x1600,?Dell Inspiron 16 5635 laptop
327," Computer, 15.6 inch Windows 11 ",?15.6,?4,?512,,?Coolby,?Windows11Pro,?Intel,,?1920x1080,?HealBook Pro
328,Tulasi ,?14,?,?256,?Intel UHD Graphics,?Tulasi,?Windows11Pro,?Intel,?Silver,?1920x1080,
329,Lenovo 2022 Newest IdeaPad 3 ,?15.6,?,?256,?Intel UHD Graphics,?Lenovo,?Windows11S,?Intel,?Almond,?1366x768,?Lenovo ideapad 3
330,Lenovo IdeaPad Gaming 3 ,?15.6,?32,?1024,?NVIDIA GeForce RTX 4050,?Lenovo,?Windows11Home,?AMD,?Gray,?1920x1080,?IdeaPad Gaming 3 15ARH7
331,14-inch Windows 11 ,?14,?12,?256,?Intel UHD Graphics,?BiTECOOL,?Windows11Pro,?Intel,?Gray,?1920x1080,?HaloBook
332,Dell Inspiron 16 5635 ,?16,?16,?1024,?AMD Radeon Graphics,?Dell,?Windows11,?AMD,?Silver,?2560x1600,?Dell Inspiron 16 5635 laptop
333,Coolby ,?15.6,?4,?512,,?Coolby,?Windows11Pro,?Intel,,?1920x1080,?HealBook Pro
334,Lenovo 15.6'' IdeaPad ,?15.6,?8,?512,?AMD Radeon Graphics,?Lenovo,?Windows11S,?AMD,?Grey,??1366x768,?Lenovo IdeaPad Laptop
335,"Lenovo 15.6"" IdeaPad 1 ",?15.6,?20,?1024,?AMD Radeon Graphics,?Lenovo,?Windows11,?AMD,?Cloud Grey,?1366x768,?IdeaPad
336,Lenovo IdeaPad Gaming 3 ,?15.6,?32,?1024,?NVIDIA GeForce RTX 4050,?Lenovo,?Windows11Home,?AMD,?Gray,?1920x1080,?IdeaPad Gaming 3 15ARH7
337,BiTECOOL 14-inch Windows 11 ,?14,?12,?256,?Intel UHD Graphics,?BiTECOOL,?Windows11Pro,?Intel,?Gray,?1920x1080,?HaloBook
338,Dell Inspiron 16 5635 ,?16,?16,?1024,?AMD Radeon Graphics,?Dell,?Windows11,?AMD,?Silver,?2560x1600,?Dell Inspiron 16 5635 laptop
339," Computer, 15.6 inch Windows 11 ",?15.6,?4,?512,,?Coolby,?Windows11Pro,?Intel,,?1920x1080,?HealBook Pro
340,"Lenovo 15.6"" IdeaPad 1 ",?15.6,?20,?1024,?AMD Radeon Graphics,?Lenovo,?Windows11,?AMD,?Cloud Grey,?1366x768,?IdeaPad
341,Tulasi ,?14,?,?256,?Intel UHD Graphics,?Tulasi,?Windows11Pro,?Intel,?Silver,?1920x1080,
342,14-inch Windows 11 ,?14,?12,?256,?Intel UHD Graphics,?BiTECOOL,?Windows11Pro,?Intel,?Gray,?1920x1080,?HaloBook
343,Lenovo 15.6'' IdeaPad ,?15.6,?8,?512,?AMD Radeon Graphics,?Lenovo,?Windows11S,?AMD,?Grey,??1366x768,?Lenovo IdeaPad Laptop
344,Dell Inspiron 16 5635 ,?16,?16,?1024,?AMD Radeon Graphics,?Dell,?Windows11,?AMD,?Silver,?2560x1600,?Dell Inspiron 16 5635 laptop
345,Coolby ,?15.6,?4,?512,,?Coolby,?Windows11Pro,?Intel,,?1920x1080,?HealBook Pro
346,"Lenovo 15.6"" IdeaPad 1 ",?15.6,?20,?1024,?AMD Radeon Graphics,?Lenovo,?Windows11,?AMD,?Cloud Grey,?1366x768,?IdeaPad
347,Tulasi ,?14,?,?256,?Intel UHD Graphics,?Tulasi,?Windows11Pro,?Intel,?Silver,?1920x1080,
348,Lenovo IdeaPad Gaming 3 ,?15.6,?32,?1024,?NVIDIA GeForce RTX 4050,?Lenovo,?Windows11Home,?AMD,?Gray,?1920x1080,?IdeaPad Gaming 3 15ARH7
349,BiTECOOL 14-inch Windows 11 ,?14,?12,?256,?Intel UHD Graphics,?BiTECOOL,?Windows11Pro,?Intel,?Gray,?1920x1080,?HaloBook
350,Dell Inspiron 16 5635 ,?16,?16,?1024,?AMD Radeon Graphics,?Dell,?Windows11,?AMD,?Silver,?2560x1600,?Dell Inspiron 16 5635 laptop
351,Dell Inspiron 15 3530 ,?15.6,?16,?512,?Intel Iris Xe Graphics,?Dell,?Windows11Home,?Intel,?Silver,?1920x1080,?Dell Inspiron 15 3530 Laptop
352,Lenovo IdeaPad Gaming 3 ,?15.6,?32,?1024,?NVIDIA GeForce RTX 4050,?Lenovo,?Windows11Home,?AMD,?Gray,?1920x1080,?IdeaPad Gaming 3 15ARH7
353,"Lenovo 15.6"" IdeaPad 1 ",?15.6,?20,?1024,?AMD Radeon Graphics,?Lenovo,?Windows11,?AMD,?Cloud Grey,?1366x768,?IdeaPad
354,14-inch Windows 11 ,?14,?12,?256,?Intel UHD Graphics,?BiTECOOL,?Windows11Pro,?Intel,?Gray,?1920x1080,?HaloBook
355,Lenovo 15.6'' IdeaPad ,?15.6,?8,?512,?AMD Radeon Graphics,?Lenovo,?Windows11S,?AMD,?Grey,??1366x768,?Lenovo IdeaPad Laptop
356,"Dell Inspiron 16 5635 Laptop - AMD Ryzen 7-7730U, QHD 16 inch, 16GB LPDDR4x RAM, 1TB SSD, AMD Radeon Graphics, Windows 11 Home, 1 Year Premium Support - Platinum Silver",?16,?16,?1024,?AMD Radeon Graphics,?Dell,?Windows11,?AMD,?Silver,?2560x1600,?Dell Inspiron 16 5635 laptop
357,"Dell Inspiron 15 3530 Laptop - Intel Core i5-1335U, 15.6-inch FHD 120Hz Display, 16GB DDR4 RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 11 Home, Services Included - Platinum Silver",?15.6,?16,?512,?Intel Iris Xe Graphics,?Dell,?Windows11Home,?Intel,?Silver,?1920x1080,?Dell Inspiron 15 3530 Laptop
358,"Lenovo 15.6'' IdeaPad Laptop (Latest Model), AMD Athlon Dual Core Processor, 640GB SSD (128GB eMMC+512GB PCIe SSD), Webcam, HDMI, WiFi 6, USB Type-C, Long Battery Life, NLY MP, Windows 11, Grey",?15.6,?8,?512,?AMD Radeon Graphics,?Lenovo,?Windows11S,?AMD,?Grey,??1366x768,?Lenovo IdeaPad Laptop
359,"Lenovo 15.6"" IdeaPad 1 Laptop, 1TB SSD Storage, 20GB Memory, AMD Athlon Silver Processor, 15.6"" HD Display, Wi-Fi 6 & Bluetooth 5.1, SD Card Reader, HDMI, Windows 11 Home, 1 Year Microsoft 365",?15.6,?20,?1024,?AMD Radeon Graphics,?Lenovo,?Windows11,?AMD,?Cloud Grey,?1366x768,?IdeaPad
360,"Lenovo IdeaPad Gaming 3 Laptop, 15.6” 120 Hz FHD Display, AMD Ryzen 7 7735HS, NVIDIA GeForce RTX 4050, 32GB DDR5 RAM, 1TB SSD, Backlit KB, Wi-Fi 6, RJ-45, HDMI, Windows 11 Home, Grey",?15.6,?32,?1024,?NVIDIA GeForce RTX 4050,?Lenovo,?Windows11Home,?AMD,?Gray,?1920x1080,?IdeaPad Gaming 3 15ARH7
361,"BiTECOOL 14-inch Windows 11 Laptop, 12GB RAM, 256GB NVMe SSD, up to 2100MB/S, FHD IPS Display, Intel Celeron N5095 Quad Core, 5G WiFi, BT4.2, Type C and Camera Cover, Lightweight and Portable",?14,?12,?256,?Intel UHD Graphics,?BiTECOOL,?Windows11Pro,?Intel,?Gray,?1920x1080,?HaloBook
